sku,Total_Revenue,Total_Quantity,ASP
SET217-KR-PP-XXL,26932.0,33,816.1212121212121
SET217-KR-PP-XXXL,15929.41,14,1137.815
SET218-KR-NP-L,1907.24,1,1907.24
SET218-KR-NP-M,1366.0,2,683.0
SET218-KR-NP-S,3972.0,5,794.4
SET218-KR-NP-XL,5350.0,7,764.2857142857143
SET218-KR-NP-XS,2668.0,4,667.0
SET218-KR-NP-XXL,2764.0,4,691.0
SET218-KR-NP-XXXL,5432.0,7,776.0
SET219-KR-PP-L,1929.0,2,964.5
SET219-KR-PP-M,5767.8099999999995,7,823.972857142857
SET219-KR-PP-S,3938.0,7,562.5714285714286
SET219-KR-PP-XL,9097.81,12,758.1508333333333
SET219-KR-PP-XS,2602.48,3,867.4933333333333
SET219-KR-PP-XXL,5282.0,8,660.25
SET219-KR-PP-XXXL,11841.0,19,623.2105263157895
SET220-KR-PP-L,32242.0,26,1240.076923076923
SET220-KR-PP-M,27199.54,23,1182.588695652174
SET220-KR-PP-S,12325.0,11,1120.4545454545455
SET220-KR-PP-XL,27189.0,24,1132.875
SET220-KR-PP-XS,4102.0,3,1367.3333333333333
SET220-KR-PP-XXL,21421.0,20,1071.05
SET220-KR-PP-XXXL,17918.25,15,1194.55
SET221-KR-NP-L,2142.0,3,714.0
SET221-KR-NP-M,2067.0,3,689.0
SET221-KR-NP-S,2747.0,3,915.6666666666666
SET221-KR-NP-XL,2781.0,4,695.25
SET221-KR-NP-XXL,2796.0,4,699.0
SET221-KR-NP-XXXL,2112.0,3,704.0
SET223-KR-NP-S,5788.0,9,643.1111111111111
SET223-KR-NP-XS,2592.0,4,648.0
SET223-KR-NP-XXL,4499.43,6,749.9050000000001
SET223-KR-NP-XXXL,7690.14,10,769.014
SET224-KR-NP-L,1132.0,1,1132.0
SET224-KR-NP-S,14577.78,9,1619.7533333333333
SET224-KR-NP-XL,23942.89,16,1496.430625
SET224-KR-NP-XS,37139.11,29,1280.6589655172413
SET224-KR-NP-XXL,38954.72,32,1217.335
SET224-KR-NP-XXXL,27494.42,22,1249.7463636363636
SET225-KR-NP-M,1488.0,2,744.0
SET225-KR-NP-XXXL,1334.0,1,1334.0
SET226-KR-PP-L,1210.0,0,inf
SET226-KR-PP-M,799.0,1,799.0
SET226-KR-PP-S,799.0,1,799.0
SET226-KR-PP-XL,1598.0,2,799.0
SET226-KR-PP-XS,1466.24,1,1466.24
SET226-KR-PP-XXL,799.0,1,799.0
SET226-KR-PP-XXXL,799.0,1,799.0
SET227-KR-PP-A-L,14637.0,19,770.3684210526316
SET227-KR-PP-A-M,12647.76,20,632.388
SET227-KR-PP-A-S,11100.0,14,792.8571428571429
SET227-KR-PP-A-XL,13488.19,14,963.4421428571429
SET227-KR-PP-A-XS,6965.52,10,696.552
SET227-KR-PP-A-XXL,2838.62,3,946.2066666666666
SET227-KR-PP-A-XXXL,1713.0,3,571.0
SET228-KR-PP-A-L,3493.0,6,582.1666666666666
SET228-KR-PP-A-M,5837.0,6,972.8333333333334
SET228-KR-PP-A-S,4839.0,7,691.2857142857143
SET228-KR-PP-A-XL,5558.0,9,617.5555555555555
SET228-KR-PP-A-XS,1306.0,2,653.0
SET228-KR-PP-A-XXL,3533.0,7,504.7142857142857
SET228-KR-PP-A-XXXL,12246.0,18,680.3333333333334
SET229-KR-PP-L,16136.0,17,949.1764705882352
SET229-KR-PP-M,12075.0,13,928.8461538461538
SET229-KR-PP-XL,10221.0,12,851.75
SET229-KR-PP-XS,6986.0,8,873.25
SET229-KR-PP-XXL,11608.0,14,829.1428571428571
SET229-KR-PP-XXXL,18370.0,22,835.0
SET230-KR-PP-L,4127.0,5,825.4
SET230-KR-PP-S,11281.0,14,805.7857142857143
SET230-KR-PP-XL,5791.0,7,827.2857142857143
SET230-KR-PP-XS,9544.38,10,954.4379999999999
SET230-KR-PP-XXL,832.0,1,832.0
SET230-KR-PP-XXXL,17571.38,19,924.8094736842106
SET232-KR-PP-L,4377.0,9,486.3333333333333
SET232-KR-PP-M,1459.0,3,486.3333333333333
SET232-KR-PP-S,2544.0,5,508.8
SET232-KR-PP-XL,2975.0,6,495.8333333333333
SET232-KR-PP-XS,998.0,2,499.0
SET232-KR-PP-XXL,979.0,3,326.3333333333333
SET233-KR-PP-L,26773.43,41,653.010487804878
SET233-KR-PP-M,18981.05,34,558.2661764705882
SET233-KR-PP-S,12370.05,22,562.275
SET233-KR-PP-XL,11400.15,20,570.0074999999999
SET233-KR-PP-XS,12889.1,22,585.8681818181818
SET233-KR-PP-XXL,25415.0,45,564.7777777777778
SET233-KR-PP-XXXL,18508.62,30,616.954
SET234-KR-PP-M,425.0,1,425.0
SET235-KR-PP-S,498.1,0,inf
SET236-KR-PP-L,2364.0,3,788.0
SET236-KR-PP-M,3712.0,5,742.4
SET236-KR-PP-S,2195.0,3,731.6666666666666
SET236-KR-PP-XL,2873.0,4,718.25
SET236-KR-PP-XS,2101.29,2,1050.645
SET236-KR-PP-XXL,4411.48,5,882.2959999999999
SET236-KR-PP-XXXL,2157.48,2,1078.74
SET238-KR-PP-M,1411.0,3,470.3333333333333
SET238-KR-PP-S,914.0,2,457.0
SET238-KR-PP-XL,2453.0,4,613.25
SET238-KR-PP-XXL,457.0,1,457.0
SET239-KR-NP-L,16944.86,20,847.243
SET239-KR-NP-M,3869.0,5,773.8
SET239-KR-NP-S,25284.0,37,683.3513513513514
SET239-KR-NP-XL,2655.0,4,663.75
SET239-KR-NP-XS,13431.0,20,671.55
SET239-KR-NP-XXL,15177.86,20,758.893
SET239-KR-NP-XXXL,9397.86,13,722.9123076923078
SET240-KR-PP-L,6042.0,8,755.25
SET240-KR-PP-M,6940.0,11,630.9090909090909
SET240-KR-PP-S,7278.43,11,661.6754545454546
SET240-KR-PP-XL,11818.01,15,787.8673333333334
SET240-KR-PP-XS,2416.0,4,604.0
SET240-KR-PP-XXL,5890.0,10,589.0
SET240-KR-PP-XXXL,5327.0,9,591.8888888888889
SET241-KR-PP-M,2033.0,4,508.25
SET241-KR-PP-S,1319.0,2,659.5
SET241-KR-PP-XS,1676.0,3,558.6666666666666
SET242-KR-PP-M,581.0,1,581.0
SET242-KR-PP-S,581.0,1,581.0
SET242-KR-PP-XS,1720.0,3,573.3333333333334
SET242-KR-PP-XXL,561.0,1,561.0
SET243-KR-PP-L,4878.0,7,696.8571428571429
SET243-KR-PP-M,4090.71,5,818.142
SET243-KR-PP-S,1033.0,2,516.5
SET243-KR-PP-XL,3134.0,6,522.3333333333334
SET243-KR-PP-XS,2565.0,5,513.0
SET243-KR-PP-XXL,2066.0,4,516.5
SET243-KR-PP-XXXL,4588.48,7,655.4971428571428
SET244-KR-NP-L,2371.0,3,790.3333333333334
SET244-KR-NP-M,7771.1900000000005,9,863.4655555555556
SET244-KR-NP-S,2345.0,3,781.6666666666666
SET244-KR-NP-XL,6815.0,8,851.875
SET244-KR-NP-XS,773.0,1,773.0
SET244-KR-NP-XXL,2345.0,3,781.6666666666666
SET244-KR-NP-XXXL,3917.0,5,783.4
SET245-KR-NP-L,849.0,1,849.0
SET245-KR-NP-M,2847.0,3,949.0
SET245-KR-NP-S,5544.0,6,924.0
SET245-KR-NP-XL,1998.0,2,999.0
SET245-KR-NP-XS,2303.0,2,1151.5
SET245-KR-NP-XXL,849.0,1,849.0
SET245-KR-NP-XXXL,999.0,1,999.0
SET246-KR-PP-L,3955.0,9,439.44444444444446
SET246-KR-PP-M,4852.0,11,441.09090909090907
SET246-KR-PP-S,4819.87,8,602.48375
SET246-KR-PP-XL,6279.29,13,483.02230769230766
SET246-KR-PP-XS,1760.0,4,440.0
SET246-KR-PP-XXL,6734.29,13,518.0223076923077
SET246-KR-PP-XXXL,4464.62,8,558.0775
SET247-KR-SHA-L,6438.9,8,804.8625
SET247-KR-SHA-M,20501.0,27,759.2962962962963
SET247-KR-SHA-S,10664.0,15,710.9333333333333
SET247-KR-SHA-XL,11170.1,13,859.2384615384616
SET247-KR-SHA-XS,15993.9,19,841.7842105263157
SET247-KR-SHA-XXL,680.0,1,680.0
SET247-KR-SHA-XXXL,647.62,0,inf
SET248-KR-NP-L,3672.0,6,612.0
SET248-KR-NP-M,1836.0,3,612.0
SET248-KR-NP-XL,3589.7200000000003,4,897.4300000000001
SET248-KR-NP-XS,3029.0,4,757.25
SET248-KR-NP-XXL,1836.0,3,612.0
SET248-KR-NP-XXXL,6695.86,9,743.9844444444444
SET249-KR-NP-L,9332.34,9,1036.9266666666667
SET249-KR-NP-M,8031.62,11,730.1472727272727
SET249-KR-NP-S,7888.0,11,717.0909090909091
SET249-KR-NP-XL,8038.86,11,730.8054545454545
SET249-KR-NP-XS,3952.0,6,658.6666666666666
SET249-KR-NP-XXL,5976.34,7,853.7628571428571
SET249-KR-NP-XXXL,6735.0,9,748.3333333333334
SET250-KR-SHA-L,6609.0,9,734.3333333333334
SET250-KR-SHA-M,9237.86,12,769.8216666666667
SET250-KR-SHA-S,12697.0,18,705.3888888888889
SET250-KR-SHA-XL,5306.24,6,884.3733333333333
SET250-KR-SHA-XS,5949.62,8,743.7025
SET250-KR-SHA-XXL,2682.86,3,894.2866666666667
SET250-KR-SHA-XXXL,6598.62,8,824.8275
SET251-KR-PP-L,689.0,1,689.0
SET251-KR-PP-M,44183.0,53,833.6415094339623
SET251-KR-PP-S,5089.0,7,727.0
SET251-KR-PP-XL,5113.0,6,852.1666666666666
SET251-KR-PP-XS,13805.0,15,920.3333333333334
SET251-KR-PP-XXL,759.0,1,759.0
SET251-KR-PP-XXXL,3013.0,4,753.25
SET252-KR-PP-L,10196.24,11,926.930909090909
SET252-KR-PP-M,28622.86,36,795.0794444444444
SET252-KR-PP-S,14018.86,16,876.17875
SET252-KR-PP-XL,6794.86,8,849.3575
SET252-KR-PP-XS,14084.0,17,828.4705882352941
SET252-KR-PP-XXL,2882.0,3,960.6666666666666
SET252-KR-PP-XXXL,5247.86,6,874.6433333333333
SET253-KR-NP-L,6483.9,8,810.4875
SET253-KR-NP-M,2186.0,3,728.6666666666666
SET253-KR-NP-S,5047.9,6,841.3166666666666
SET253-KR-NP-XL,4971.9,6,828.65
SET253-KR-NP-XS,1474.0,2,737.0
SET253-KR-NP-XXL,4967.0,8,620.875
SET253-KR-NP-XXXL,7028.0,8,878.5
SET254-KR-NP-L,3263.0,3,1087.6666666666667
SET254-KR-NP-M,8765.07,9,973.8966666666666
SET254-KR-NP-S,7612.0,8,951.5
SET254-KR-NP-XL,886.0,1,886.0
SET254-KR-NP-XS,12951.0,12,1079.25
SET254-KR-NP-XXL,12674.0,14,905.2857142857143
SET254-KR-NP-XXXL,3612.0,4,903.0
SET257-KR-PP-L,2217.9,2,1108.95
SET257-KR-PP-M,7967.0,14,569.0714285714286
SET257-KR-PP-S,15906.95,26,611.8057692307692
SET257-KR-PP-XL,3844.71,5,768.942
SET257-KR-PP-XS,27846.71,44,632.8797727272727
SET257-KR-PP-XXL,2221.0,4,555.25
SET257-KR-PP-XXXL,3854.0,7,550.5714285714286
SET258-KR-PP-L,10333.0,9,1148.111111111111
SET258-KR-PP-M,7913.0,9,879.2222222222222
SET258-KR-PP-S,9295.05,9,1032.7833333333333
SET258-KR-PP-XL,12274.0,14,876.7142857142857
SET258-KR-PP-XS,9613.0,11,873.9090909090909
SET258-KR-PP-XXL,11049.04,11,1004.4581818181819
SET258-KR-PP-XXXL,2627.0,3,875.6666666666666
SET260-KR-PP-S,3374.0,6,562.3333333333334
SET261-KR-PP-S,8294.0,17,487.88235294117646
SET262-KR-NP-A-XS,534.0,1,534.0
SET262-KR-NP-L,1190.0,2,595.0
SET262-KR-NP-M,3538.0,6,589.6666666666666
SET262-KR-NP-XL,1190.0,2,595.0
SET262-KR-NP-XXL,1201.0,2,600.5
SET263-KR-NP-S,1228.0,2,614.0
SET263-KR-NP-XL,2578.0,4,644.5
SET263-KR-NP-XS,3189.0,4,797.25
SET264-KR-NP-L,41722.28,47,887.708085106383
SET264-KR-NP-M,106657.76,121,881.4690909090908
SET264-KR-NP-S,12141.0,14,867.2142857142857
SET264-KR-NP-XL,108409.76,128,846.95125
SET264-KR-NP-XS,9534.76,10,953.476
SET264-KR-NP-XXL,56496.0,65,869.1692307692308
SET264-KR-NP-XXXL,21424.0,28,765.1428571428571
SET265-KR-NP-L,48908.0,54,905.7037037037037
SET265-KR-NP-M,45248.38,48,942.6745833333333
SET265-KR-NP-S,28975.0,33,878.030303030303
SET265-KR-NP-XL,29190.42,30,973.0139999999999
SET265-KR-NP-XS,24859.37,23,1080.8421739130433
SET265-KR-NP-XXL,19198.0,22,872.6363636363636
SET265-KR-NP-XXXL,29001.71,30,966.7236666666666
SET266-KR-NP-L,4493.9,5,898.78
SET266-KR-NP-M,10832.9,12,902.7416666666667
SET266-KR-NP-S,852.0,1,852.0
SET266-KR-NP-XL,3915.0,6,652.5
SET266-KR-NP-XS,2194.0,2,1097.0
SET266-KR-NP-XXL,1589.0,2,794.5
SET266-KR-NP-XXXL,5487.0,6,914.5
SET267-KR-NP-L,5669.05,4,1417.2625
SET267-KR-NP-M,4843.0,5,968.6
SET267-KR-NP-S,6575.0,7,939.2857142857143
SET267-KR-NP-XL,10824.0,12,902.0
SET267-KR-NP-XS,6816.0,8,852.0
SET267-KR-NP-XXL,16776.0,16,1048.5
SET267-KR-NP-XXXL,5964.0,7,852.0
SET268-KR-NP-L,267791.0,348,769.514367816092
SET268-KR-NP-M,126596.4,155,816.7509677419355
SET268-KR-NP-S,290020.48,350,828.6299428571429
SET268-KR-NP-XL,292528.96,373,784.2599463806971
SET268-KR-NP-XS,145568.48,177,822.420790960452
SET268-KR-NP-XXL,149382.24,189,790.3822222222221
SET268-KR-NP-XXXL,109476.0,139,787.5971223021583
SET269-KR-NP-L,71838.95,83,865.5295180722891
SET269-KR-NP-M,66086.52,75,881.1536000000001
SET269-KR-NP-S,47221.0,57,828.438596491228
SET269-KR-NP-XL,64443.23,73,882.7839726027398
SET269-KR-NP-XS,35369.76,41,862.6770731707318
SET269-KR-NP-XXL,32891.71,35,939.7631428571428
SET269-KR-NP-XXXL,32758.0,38,862.0526315789474
SET270-KR-PP-L,3946.0,7,563.7142857142857
SET270-KR-PP-M,568.0,1,568.0
SET270-KR-PP-S,5030.85,6,838.475
SET270-KR-PP-XL,2872.0,4,718.0
SET270-KR-PP-XXL,6221.0,11,565.5454545454545
SET271-KR-NP-M,885.0,1,885.0
SET271-KR-NP-S,8327.38,7,1189.6257142857141
SET271-KR-NP-XL,919.05,0,inf
SET271-KR-NP-XS,4455.0,5,891.0
SET271-KR-NP-XXL,16211.43,16,1013.214375
SET271-KR-NP-XXXL,885.0,1,885.0
SET272-KR-PP-A-S,852.0,1,852.0
SET272-KR-PP-L,4219.43,4,1054.8575
SET272-KR-PP-M,3408.0,6,568.0
SET272-KR-PP-S,12400.86,12,1033.405
SET272-KR-PP-XL,11681.0,13,898.5384615384615
SET272-KR-PP-XXL,21042.0,24,876.75
SET273-KR-NP-L,3060.0,6,510.0
SET273-KR-NP-M,51277.58,79,649.0832911392405
SET273-KR-NP-S,80565.0,122,660.3688524590164
SET273-KR-NP-XL,6710.0,10,671.0
SET273-KR-NP-XS,32961.86,48,686.7054166666667
SET273-KR-NP-XXL,9727.86,10,972.7860000000001
SET273-KR-NP-XXXL,3665.0,5,733.0
SET274-KR-PP-L,676.0,1,676.0
SET274-KR-PP-M,1969.0,2,984.5
SET274-KR-PP-S,1422.0,2,711.0
SET274-KR-PP-XS,2620.0,3,873.3333333333334
SET274-KR-PP-XXXL,2011.1399999999999,2,1005.5699999999999
SET275-KR-NP-L,1289.0,2,644.5
SET275-KR-NP-S,6963.0,10,696.3
SET275-KR-NP-XL,6445.0,9,716.1111111111111
SET275-KR-NP-XS,2471.0,3,823.6666666666666
SET275-KR-NP-XXL,2476.0,3,825.3333333333334
SET275-KR-NP-XXXL,5678.0,8,709.75
SET276-KR-PP-L,7885.0,6,1314.1666666666667
SET276-KR-PP-M,7428.0,6,1238.0
SET276-KR-PP-S,6190.0,5,1238.0
SET276-KR-PP-XL,2476.0,2,1238.0
SET276-KR-PP-XS,6116.0,5,1223.2
SET276-KR-PP-XXL,8033.0,6,1338.8333333333333
SET276-KR-PP-XXXL,4878.0,4,1219.5
SET277-KR-NP-L,35421.0,27,1311.888888888889
SET277-KR-NP-M,35356.0,27,1309.4814814814815
SET277-KR-NP-S,23332.0,17,1372.4705882352941
SET277-KR-NP-XL,20998.0,17,1235.1764705882354
SET277-KR-NP-XS,10570.0,8,1321.25
SET277-KR-NP-XXL,27756.46,21,1321.7361904761904
SET277-KR-NP-XXXL,27350.0,21,1302.3809523809523
SET278-KR-NP-L,109167.64,73,1495.4471232876713
SET278-KR-NP-M,207871.14,138,1506.3126086956522
SET278-KR-NP-S,126982.6,79,1607.374683544304
SET278-KR-NP-XL,104038.32,67,1552.8107462686569
SET278-KR-NP-XS,81093.57,52,1559.4917307692308
SET278-KR-NP-XXL,65821.64,42,1567.1819047619047
SET278-KR-NP-XXXL,52646.57,34,1548.4285294117647
SET279-LC-L,15152.66,14,1082.3328571428572
SET279-LC-M,23233.76,25,929.3503999999999
SET279-LC-S,28017.42,28,1000.6221428571428
SET279-LC-XL,9485.0,10,948.5
SET279-LC-XS,19930.13,20,996.5065000000001
SET279-LC-XXL,10285.0,12,857.0833333333334
SET279-LC-XXXL,7655.71,7,1093.672857142857
SET280-KR-PP-L,3217.24,3,1072.4133333333332
SET280-KR-PP-M,7975.0,10,797.5
SET280-KR-PP-S,38650.38,45,858.8973333333332
SET280-KR-PP-XL,1628.0,2,814.0
SET280-KR-PP-XS,17925.38,21,853.5895238095238
SET280-KR-PP-XXL,18117.0,22,823.5
SET280-KR-PP-XXXL,1628.0,2,814.0
SET281-KR-PP-A-S,499.0,1,499.0
SET281-KR-PP-A-XS,469.0,1,469.0
SET281-KR-PP-A-XXXL,469.0,1,469.0
SET281-KR-PP-L,11747.48,18,652.6377777777777
SET281-KR-PP-M,8863.2,13,681.7846153846154
SET281-KR-PP-S,3968.24,7,566.8914285714285
SET281-KR-PP-XL,9409.72,16,588.1075
SET281-KR-PP-XXL,11583.0,23,503.60869565217394
SET282-KR-PP-L,38818.5,31,1252.2096774193549
SET282-KR-PP-M,58534.0,55,1064.2545454545455
SET282-KR-PP-S,24990.14,22,1135.9154545454546
SET282-KR-PP-XL,26018.32,25,1040.7328
SET282-KR-PP-XS,17496.0,16,1093.5
SET282-KR-PP-XXL,45388.5,41,1107.0365853658536
SET282-KR-PP-XXXL,36059.0,34,1060.5588235294117
SET285-KR-SHA-L,9544.24,17,561.4258823529411
SET285-KR-SHA-M,9171.0,18,509.5
SET285-KR-SHA-S,12653.72,19,665.9852631578947
SET285-KR-SHA-XL,2966.24,5,593.2479999999999
SET285-KR-SHA-XS,8378.0,17,492.8235294117647
SET285-KR-SHA-XXL,5444.0,11,494.90909090909093
SET285-KR-SHA-XXXL,5958.0,12,496.5
SET286-KR-NP-L,18209.38,27,674.4214814814815
SET286-KR-NP-M,18428.38,27,682.5325925925927
SET286-KR-NP-S,17337.0,24,722.375
SET286-KR-NP-XL,18549.29,27,687.0107407407407
SET286-KR-NP-XS,20249.0,29,698.2413793103449
SET286-KR-NP-XXL,6918.0,12,576.5
SET286-KR-NP-XXXL,21504.0,30,716.8
SET287-KR-NP-L,15479.0,23,673.0
SET287-KR-NP-M,16654.58,25,666.1832
SET287-KR-NP-S,8336.0,12,694.6666666666666
SET287-KR-NP-XL,5746.0,9,638.4444444444445
SET287-KR-NP-XS,6292.0,10,629.2
SET287-KR-NP-XXL,7607.0,11,691.5454545454545
SET287-KR-NP-XXXL,7082.0,11,643.8181818181819
SET288-KR-NP-L,17840.81,23,775.6873913043479
SET288-KR-NP-M,35487.43,44,806.5325
SET288-KR-NP-S,12023.0,17,707.2352941176471
SET288-KR-NP-XL,28826.81,41,703.0929268292683
SET288-KR-NP-XS,15434.0,22,701.5454545454545
SET288-KR-NP-XXL,24532.86,33,743.4200000000001
SET288-KR-NP-XXXL,27684.65,36,769.0180555555556
SET289-KR-NP-L,2241.95,3,747.3166666666666
SET289-KR-NP-M,4227.0,6,704.5
SET289-KR-NP-S,1052.0,2,526.0
SET289-KR-NP-XL,5480.0,9,608.8888888888889
SET289-KR-NP-XS,2267.0,4,566.75
SET289-KR-NP-XXL,1578.0,3,526.0
SET289-KR-NP-XXXL,4893.0,7,699.0
SET290-KR-DPT-L,17413.29,22,791.5131818181818
SET290-KR-DPT-M,26344.29,32,823.2590625
SET290-KR-DPT-S,11566.869999999999,12,963.9058333333332
SET290-KR-DPT-XL,19394.48,23,843.2382608695652
SET290-KR-DPT-XS,17113.0,21,814.9047619047619
SET290-KR-DPT-XXL,16949.52,21,807.12
SET290-KR-DPT-XXXL,17598.0,22,799.9090909090909
SET291-KR-PP-L,98148.37,160,613.4273125
SET291-KR-PP-M,118239.57,198,597.1695454545455
SET291-KR-PP-S,68577.19,114,601.5542982456141
SET291-KR-PP-XL,69322.24,108,641.8725925925927
SET291-KR-PP-XS,19142.44,26,736.2476923076922
SET291-KR-PP-XXL,48008.99,73,657.6573972602739
SET291-KR-PP-XXXL,64485.12,101,638.4665346534654
SET293-KR-NP-L,52550.65,57,921.9412280701755
SET293-KR-NP-M,81465.57,106,768.5431132075472
SET293-KR-NP-S,58214.47,78,746.339358974359
SET293-KR-NP-XL,51782.67,68,761.5098529411764
SET293-KR-NP-XS,60562.67,76,796.8772368421053
SET293-KR-NP-XXL,50424.24,66,764.0036363636364
SET293-KR-NP-XXXL,30573.15,39,783.9269230769231
SET295-KR-NP-L,4396.0,5,879.2
SET295-KR-NP-M,3012.24,3,1004.0799999999999
SET295-KR-NP-S,10458.0,13,804.4615384615385
SET295-KR-NP-XL,5850.0,7,835.7142857142857
SET295-KR-NP-XS,28595.0,32,893.59375
SET295-KR-NP-XXL,9058.0,12,754.8333333333334
SET295-KR-NP-XXXL,22675.76,28,809.8485714285714
SET297-KR-NP-L,771.0,1,771.0
SET297-KR-NP-XXL,1542.0,2,771.0
SET297-KR-NP-XXXL,2313.0,3,771.0
SET299-KR-PP-L,2319.0,2,1159.5
SET299-KR-PP-M,1650.0,2,825.0
SET299-KR-PP-S,4075.0,6,679.1666666666666
SET299-KR-PP-XL,1625.0,2,812.5
SET299-KR-PP-XS,825.0,1,825.0
SET299-KR-PP-XXL,3208.0,3,1069.3333333333333
SET299-KR-PP-XXXL,5967.0,7,852.4285714285714
SET300-KR-NP-L,10408.42,9,1156.4911111111112
SET300-KR-NP-M,15137.72,12,1261.4766666666667
SET300-KR-NP-S,4537.0,4,1134.25
SET300-KR-NP-XL,12325.95,10,1232.595
SET300-KR-NP-XS,4809.0,5,961.8
SET300-KR-NP-XXL,5818.0,6,969.6666666666666
SET300-KR-NP-XXXL,7774.0,9,863.7777777777778
SET301-KR-PP-L,833.0,1,833.0
SET301-KR-PP-M,833.0,1,833.0
SET301-KR-PP-S,833.0,1,833.0
SET301-KR-PP-XL,0.0,1,0.0
SET301-KR-PP-XXL,833.0,1,833.0
SET302-KR-PP-L,11718.95,13,901.4576923076924
SET302-KR-PP-M,9851.1,11,895.5545454545455
SET302-KR-PP-S,8126.0,10,812.6
SET302-KR-PP-XL,5733.0,8,716.625
SET302-KR-PP-XS,7068.0,8,883.5
SET302-KR-PP-XXL,8246.0,10,824.6
SET302-KR-PP-XXXL,22823.39,24,950.9745833333333
SET303-KR-NP-L,5034.0,5,1006.8
SET303-KR-NP-M,6110.0,7,872.8571428571429
SET303-KR-NP-S,2611.0,3,870.3333333333334
SET303-KR-NP-XL,1776.0,2,888.0
SET303-KR-NP-XS,6216.0,7,888.0
SET303-KR-NP-XXL,5933.0,6,988.8333333333334
SET303-KR-NP-XXXL,1776.0,2,888.0
SET304-KR-DPT-L,91335.93,73,1251.177123287671
SET304-KR-DPT-M,70680.86,60,1178.0143333333333
SET304-KR-DPT-S,71030.48,55,1291.4632727272726
SET304-KR-DPT-XL,59983.92,50,1199.6784
SET304-KR-DPT-XS,114568.47,96,1193.4215625
SET304-KR-DPT-XXL,44009.0,40,1100.225
SET304-KR-DPT-XXXL,48886.54,41,1192.3546341463416
SET305-KR-DPT-L,17535.0,17,1031.4705882352941
SET305-KR-DPT-M,14853.95,14,1060.9964285714286
SET305-KR-DPT-S,11090.0,11,1008.1818181818181
SET305-KR-DPT-XL,6551.71,6,1091.9516666666666
SET305-KR-DPT-XS,7262.0,7,1037.4285714285713
SET305-KR-DPT-XXL,3742.0,4,935.5
SET305-KR-DPT-XXXL,8381.0,9,931.2222222222222
SET306-KR-PP-L,4667.72,5,933.5440000000001
SET306-KR-PP-M,4752.0,7,678.8571428571429
SET306-KR-PP-S,0.0,1,0.0
SET306-KR-PP-XL,5228.0,7,746.8571428571429
SET306-KR-PP-XS,2603.0,3,867.6666666666666
SET306-KR-PP-XXL,2676.0,4,669.0
SET306-KR-PP-XXXL,6106.0,9,678.4444444444445
SET307-KR-DPT-L,7316.0,10,731.6
SET307-KR-DPT-M,10268.95,14,733.4964285714286
SET307-KR-DPT-S,3671.0,5,734.2
SET307-KR-DPT-XL,5107.95,6,851.3249999999999
SET307-KR-DPT-XS,4014.0,3,1338.0
SET307-KR-DPT-XXL,5064.0,7,723.4285714285714
SET307-KR-DPT-XXXL,8395.0,9,932.7777777777778
SET308-KR-PP-L,3438.0,5,687.6
SET308-KR-PP-M,4085.0,5,817.0
SET308-KR-PP-S,6869.0,9,763.2222222222222
SET308-KR-PP-XL,2141.0,4,535.25
SET308-KR-PP-XS,2088.0,3,696.0
SET308-KR-PP-XXL,2784.0,4,696.0
SET308-KR-PP-XXXL,6309.0,9,701.0
SET310-KR-NP-L,33669.29,32,1052.1653125
SET310-KR-NP-M,25343.0,27,938.6296296296297
SET310-KR-NP-S,16626.0,16,1039.125
SET310-KR-NP-XL,20180.43,18,1121.135
SET310-KR-NP-XS,16364.43,16,1022.776875
SET310-KR-NP-XXL,20348.0,21,968.952380952381
SET310-KR-NP-XXXL,23534.29,18,1307.4605555555556
SET311-KR-NP-L,2922.0,3,974.0
SET311-KR-NP-S,974.0,1,974.0
SET311-KR-NP-XL,925.0,1,925.0
SET311-KR-NP-XS,925.0,1,925.0
SET313-KR-NP-L,5595.0,5,1119.0
SET313-KR-NP-M,4496.0,4,1124.0
SET313-KR-NP-S,1099.0,1,1099.0
SET313-KR-NP-XL,1099.0,3,366.3333333333333
SET313-KR-NP-XS,3297.0,3,1099.0
SET313-KR-NP-XXL,3145.0,4,786.25
SET313-KR-NP-XXXL,2046.0,2,1023.0
SET315-KR-PP-L,852.0,1,852.0
SET315-KR-PP-M,1420.0,2,710.0
SET315-KR-PP-XL,1304.0,3,434.6666666666667
SET315-KR-PP-XXXL,2425.0,3,808.3333333333334
SET316-KR-DPT-L,14820.89,11,1347.3536363636363
SET316-KR-DPT-M,11826.89,9,1314.0988888888887
SET316-KR-DPT-S,11789.0,11,1071.7272727272727
SET316-KR-DPT-XL,12244.36,9,1360.4844444444445
SET316-KR-DPT-XS,10847.0,8,1355.875
SET316-KR-DPT-XXL,8082.65,5,1616.53
SET316-KR-DPT-XXXL,17065.0,14,1218.9285714285713
SET317-KR-PP-L,31454.54,25,1258.1816000000001
SET317-KR-PP-M,24771.47,18,1376.1927777777778
SET317-KR-PP-S,22611.0,19,1190.0526315789473
SET317-KR-PP-XL,23131.0,20,1156.55
SET317-KR-PP-XS,13191.0,11,1199.1818181818182
SET317-KR-PP-XXL,26231.86,22,1192.3572727272729
SET317-KR-PP-XXXL,15347.54,12,1278.9616666666668
SET318-KR-SHA-L,8554.0,8,1069.25
SET318-KR-SHA-M,12598.43,10,1259.843
SET318-KR-SHA-S,6147.0,6,1024.5
SET318-KR-SHA-XL,6239.0,5,1247.8
